time,.Ship_ID,.Pos_X,.Pos_Y,.Vel_U,.Heading
2024/09/30/21:04:31.020032,2001,150.025826807,146.652602071,0.386692537657,271.206335583
2024/09/30/21:04:31.123315,2001,150.033967696,146.266001713,0.386692537657,271.206335583
2024/09/30/21:04:31.220171,2001,150.042108573,145.879401944,0.386692537657,271.206335583
2024/09/30/21:04:31.322903,2001,150.050249438,145.492802764,0.386692537657,271.206335583
2024/09/30/21:04:31.419728,2001,150.05839029,145.106204172,0.386692537657,271.206335583
2024/09/30/21:04:31.524212,2001,150.066531129,144.71960617,0.386692537657,271.206335583
2024/09/30/21:04:31.618515,2001,150.074671956,144.333008756,0.386692537657,271.206335583
2024/09/30/21:04:31.723231,2001,150.082812771,143.946411931,0.386692537657,271.206335583
2024/09/30/21:04:31.819539,2001,150.090953573,143.559815694,0.386692537657,271.206335583
2024/09/30/21:04:31.923644,2001,150.099094363,143.173220047,0.386692537657,271.206335583
2024/09/30/21:04:32.019472,2001,150.107235141,142.786624988,0.386692537657,271.206335583
2024/09/30/21:04:32.118880,2001,150.115375906,142.400030518,0.386692537657,271.206335583
2024/09/30/21:04:32.219504,2001,150.123516659,142.013436637,0.386692537657,271.206335583
2024/09/30/21:04:32.324619,2001,150.131657399,141.626843345,0.386692537657,271.206335583
2024/09/30/21:04:32.419405,2001,150.139798127,141.240250642,0.386692537657,271.206335583
2024/09/30/21:04:32.523732,2001,150.147938843,140.853658527,0.386692537657,271.206335583
2024/09/30/21:04:32.619674,2001,150.156079546,140.467067001,0.386692537657,271.206335583
2024/09/30/21:04:32.722609,2001,150.164220237,140.080476064,0.386692537657,271.206335583
2024/09/30/21:04:32.819945,2001,150.172360915,139.693885716,0.386692537657,271.206335583
2024/09/30/21:04:32.923972,2001,150.180501581,139.307295957,0.386692537657,271.206335583
2024/09/30/21:04:33.019575,2001,150.188642235,138.920706786,0.386692537657,271.206335583
2024/09/30/21:04:33.121955,2001,150.196782876,138.534118205,0.386692537657,271.206335583
2024/09/30/21:04:33.219687,2001,150.204923504,138.147530212,0.386692537657,271.206335583
2024/09/30/21:04:33.323848,2001,150.213064121,137.760942807,0.386692537657,271.206335583
2024/09/30/21:04:33.421184,2001,150.221204725,137.374355992,0.386692537657,271.206335583
2024/09/30/21:04:33.523605,2001,150.229345316,136.987769766,0.386692537657,271.206335583
2024/09/30/21:04:33.619292,2001,150.237485895,136.601184128,0.386692537657,271.206335583
2024/09/30/21:04:33.723741,2001,150.245626462,136.214599079,0.386692537657,271.206335583
2024/09/30/21:04:33.822191,2001,150.253767016,135.828014619,0.386692537657,271.206335583
2024/09/30/21:04:33.924012,2001,150.261907558,135.441430747,0.386692537657,271.206335583
2024/09/30/21:04:34.020838,2001,150.270048087,135.054847465,0.386692537657,271.206335583
2024/09/30/21:04:34.124743,2001,150.278188604,134.668264771,0.386692537657,271.206335583
2024/09/30/21:04:34.223273,2001,150.286329108,134.281682666,0.386692537657,271.206335583
2024/09/30/21:04:34.323931,2001,150.294469601,133.895101149,0.386692537657,271.206335583
2024/09/30/21:04:34.421499,2001,150.30261008,133.508520222,0.386692537657,271.206335583
2024/09/30/21:04:34.521958,2001,150.310750547,133.121939883,0.386692537657,271.206335583
2024/09/30/21:04:34.621541,2001,150.318891002,132.735360133,0.386692537657,271.206335583
2024/09/30/21:04:34.722839,2001,150.327031444,132.348780972,0.386692537657,271.206335583
2024/09/30/21:04:34.820408,2001,150.335171874,131.9622024,0.386692537657,271.206335583
2024/09/30/21:04:34.925177,2001,150.343312291,131.575624416,0.386692537657,271.206335583
2024/09/30/21:04:35.020704,2001,150.351452696,131.189047022,0.386692537657,271.206335583
2024/09/30/21:04:35.123569,2001,150.059879527,127.676939059,0.528596614316,270.188567414
2024/09/30/21:04:35.219309,2001,150.061619174,127.148352815,0.528596614316,270.188567414
2024/09/30/21:04:35.323518,2001,150.063358818,126.619767377,0.528596614316,270.188567414
2024/09/30/21:04:35.419129,2001,150.06509846,126.091182744,0.528596614316,270.188567414
2024/09/30/21:04:35.522599,2001,150.0668381,125.562598915,0.528596614316,270.188567414
2024/09/30/21:04:35.620733,2001,150.068577736,125.034015892,0.528596614316,270.188567414
2024/09/30/21:04:35.722692,2001,150.07031737,124.505433674,0.528596614316,270.188567414
2024/09/30/21:04:35.821574,2001,150.072057002,123.976852261,0.528596614316,270.188567414
2024/09/30/21:04:35.923031,2001,150.07379663,123.448271653,0.528596614316,270.188567414
2024/09/30/21:04:36.019587,2001,150.075536257,122.919691851,0.528596614316,270.188567414
2024/09/30/21:04:36.120475,2001,150.07727588,122.391112853,0.528596614316,270.188567414
2024/09/30/21:04:36.223891,2001,150.079015501,121.86253466,0.528596614316,270.188567414
2024/09/30/21:04:36.322874,2001,150.080755119,121.333957272,0.528596614316,270.188567414
2024/09/30/21:04:36.421894,2001,150.082494734,120.80538069,0.528596614316,270.188567414
2024/09/30/21:04:36.522751,2001,150.084234347,120.276804912,0.528596614316,270.188567414
2024/09/30/21:04:36.621783,2001,150.085973957,119.74822994,0.528596614316,270.188567414
2024/09/30/21:04:36.721871,2001,150.087713565,119.219655773,0.528596614316,270.188567414
2024/09/30/21:04:36.823557,2001,150.08945317,118.69108241,0.528596614316,270.188567414
2024/09/30/21:04:36.924462,2001,150.091192772,118.162509853,0.528596614316,270.188567414
2024/09/30/21:04:37.021071,2001,150.092932371,117.633938101,0.528596614316,270.188567414
2024/09/30/21:04:37.124414,2001,150.094671968,117.105367154,0.528596614316,270.188567414
2024/09/30/21:04:37.221827,2001,150.096411563,116.576797011,0.528596614316,270.188567414
2024/09/30/21:04:37.321605,2001,150.098151154,116.048227674,0.528596614316,270.188567414
2024/09/30/21:04:37.418870,2001,150.099890743,115.519659142,0.528596614316,270.188567414
2024/09/30/21:04:37.524423,2001,150.101630329,114.991091415,0.528596614316,270.188567414
2024/09/30/21:04:37.622858,2001,150.103369913,114.462524493,0.528596614316,270.188567414
2024/09/30/21:04:37.723813,2001,150.105109494,113.933958376,0.528596614316,270.188567414
2024/09/30/21:04:37.821700,2001,150.106849072,113.405393065,0.528596614316,270.188567414
2024/09/30/21:04:37.922377,2001,150.108588648,112.876828558,0.528596614316,270.188567414
2024/09/30/21:04:38.023617,2001,150.110328221,112.348264856,0.528596614316,270.188567414
2024/09/30/21:04:38.122402,2001,150.112067791,111.819701959,0.528596614316,270.188567414
2024/09/30/21:04:38.222895,2001,150.113807359,111.291139868,0.528596614316,270.188567414
2024/09/30/21:04:38.323951,2001,150.115546924,110.762578581,0.528596614316,270.188567414
2024/09/30/21:04:38.421666,2001,150.117286486,110.234018099,0.528596614316,270.188567414
2024/09/30/21:04:38.523069,2001,150.119026046,109.705458423,0.528596614316,270.188567414
2024/09/30/21:04:38.621867,2001,150.120765603,109.176899551,0.528596614316,270.188567414
2024/09/30/21:04:38.719582,2001,150.122505157,108.648341485,0.528596614316,270.188567414
2024/09/30/21:04:38.824130,2001,150.124244709,108.119784223,0.528596614316,270.188567414
2024/09/30/21:04:38.923569,2001,150.125984258,107.591227767,0.528596614316,270.188567414
2024/09/30/21:04:39.022811,2001,150.127723804,107.062672115,0.528596614316,270.188567414
2024/09/30/21:04:39.121975,2001,150.129463347,106.534117269,0.528596614316,270.188567414
2024/09/30/21:04:39.223181,2001,150.131202888,106.005563227,0.528596614316,270.188567414
2024/09/30/21:04:39.324183,2001,150.132942426,105.477009991,0.528596614316,270.188567414
2024/09/30/21:04:39.420026,2001,150.134681962,104.94845756,0.528596614316,270.188567414
2024/09/30/21:04:39.523782,2001,150.136421494,104.419905933,0.528596614316,270.188567414
2024/09/30/21:04:39.620023,2001,150.138161024,103.891355112,0.528596614316,270.188567414
2024/09/30/21:04:39.725133,2001,150.139900552,103.362805096,0.528596614316,270.188567414
2024/09/30/21:04:39.824624,2001,150.141640076,102.834255885,0.528596614316,270.188567414
2024/09/30/21:04:39.923798,2001,150.143379598,102.305707478,0.528596614316,270.188567414
2024/09/30/21:04:40.024345,2001,150.145119117,101.777159877,0.528596614316,270.188567414
2024/09/30/21:04:40.123225,2001,150.033838209,98.2075241667,0.609284639142,270.02033012
2024/09/30/21:04:40.222440,2001,150.034054398,97.5982483447,0.609284639142,270.02033012
2024/09/30/21:04:40.325536,2001,150.02701079,96.9896843605,0.60870679561,270.007216936
2024/09/30/21:04:40.423570,2001,150.024577839,96.3814305182,0.60833469744,270.002538753
2024/09/30/21:04:40.520282,2001,150.023287036,95.7733900075,0.60811403372,270.000075506
2024/09/30/21:04:40.622823,2001,150.023287839,95.1652798998,0.60811403372,270.000075506
2024/09/30/21:04:40.725102,2001,150.023288641,94.5571707183,0.60811403372,270.000075506
2024/09/30/21:04:40.825490,2001,150.023289444,93.949062463,0.60811403372,270.000075506
2024/09/30/21:04:40.920854,2001,150.023290246,93.340955134,0.60811403372,270.000075506
2024/09/30/21:04:41.024767,2001,150.023291049,92.7328487311,0.60811403372,270.000075506
2024/09/30/21:04:41.123982,2001,150.023291851,92.1247432544,0.60811403372,270.000075506
2024/09/30/21:04:41.223000,2001,150.023292654,91.5166387039,0.60811403372,270.000075506
2024/09/30/21:04:41.324284,2001,150.023293456,90.9085350796,0.60811403372,270.000075506
2024/09/30/21:04:41.423675,2001,150.023294259,90.3004323814,0.60811403372,270.000075506
2024/09/30/21:04:41.524370,2001,150.023295061,89.6923306095,0.60811403372,270.000075506
2024/09/30/21:04:41.623203,2001,150.023295864,89.0842297638,0.60811403372,270.000075506
2024/09/30/21:04:41.724694,2001,150.023296666,88.4761298442,0.60811403372,270.000075506
2024/09/30/21:04:41.821842,2001,150.023297469,87.8680308508,0.60811403372,270.000075506
2024/09/30/21:04:41.923426,2001,150.023298271,87.2599327836,0.60811403372,270.000075506
2024/09/30/21:04:42.023146,2001,150.023299074,86.6518356426,0.60811403372,270.000075506
2024/09/30/21:04:42.124548,2001,150.023299876,86.0437394277,0.60811403372,270.000075506
2024/09/30/21:04:42.224221,2001,150.023300679,85.4356441391,0.60811403372,270.000075506
2024/09/30/21:04:42.323716,2001,150.023301481,84.8275497765,0.60811403372,270.000075506
2024/09/30/21:04:42.423351,2001,150.023302284,84.2194563402,0.60811403372,270.000075506
2024/09/30/21:04:42.524921,2001,150.023303086,83.6113638301,0.60811403372,270.000075506
2024/09/30/21:04:42.623988,2001,150.023303889,83.0032722461,0.60811403372,270.000075506
2024/09/30/21:04:42.722689,2001,150.023304691,82.3951815882,0.60811403372,270.000075506
2024/09/30/21:04:42.822167,2001,150.023305494,81.7870918566,0.60811403372,270.000075506
2024/09/30/21:04:42.923601,2001,150.023306296,81.1790030511,0.60811403372,270.000075506
2024/09/30/21:04:43.023300,2001,150.023307099,80.5709151718,0.60811403372,270.000075506
2024/09/30/21:04:43.121943,2001,150.023307901,79.9628282186,0.60811403372,270.000075506
2024/09/30/21:04:43.222798,2001,150.023308704,79.3547421916,0.60811403372,270.000075506
2024/09/30/21:04:43.321655,2001,150.023309506,78.7466570907,0.60811403372,270.000075506
2024/09/30/21:04:43.422832,2001,150.023310309,78.138572916,0.60811403372,270.000075506
2024/09/30/21:04:43.523152,2001,150.023311111,77.5304896675,0.60811403372,270.000075506
2024/09/30/21:04:43.620085,2001,150.023311914,76.9224073451,0.60811403372,270.000075506
2024/09/30/21:04:43.724858,2001,150.023312716,76.3143259489,0.60811403372,270.000075506
2024/09/30/21:04:43.823058,2001,150.023313519,75.7062454788,0.60811403372,270.000075506
2024/09/30/21:04:43.923810,2001,150.023314321,75.0981659349,0.60811403372,270.000075506
2024/09/30/21:04:44.025051,2001,150.023315124,74.4900873171,0.60811403372,270.000075506
2024/09/30/21:04:44.126371,2001,150.023315926,73.8820096254,0.60811403372,270.000075506
2024/09/30/21:04:44.223213,2001,150.023316728,73.2739328599,0.60811403372,270.000075506
2024/09/30/21:04:44.323746,2001,150.023317531,72.6658570206,0.60811403372,270.000075506
2024/09/30/21:04:44.422907,2001,150.023318333,72.0577821074,0.60811403372,270.000075506
2024/09/30/21:04:44.523693,2001,150.023319136,71.4497081204,0.60811403372,270.000075506
2024/09/30/21:04:44.623957,2001,150.023319938,70.8416350594,0.60811403372,270.000075506
2024/09/30/21:04:44.724791,2001,150.023320741,70.2335629247,0.60811403372,270.000075506
2024/09/30/21:04:44.823627,2001,150.023321543,69.625491716,0.60811403372,270.000075506
2024/09/30/21:04:44.923486,2001,150.023322346,69.0174214336,0.60811403372,270.000075506
2024/09/30/21:04:45.022852,2001,150.023323148,68.4093520772,0.60811403372,270.000075506
2024/09/30/21:04:45.123532,2001,150.023323951,67.801283647,0.60811403372,270.000075506
2024/09/30/21:04:45.224147,2001,150.018826109,67.1596565807,0.608654733594,269.995699067
2024/09/30/21:04:45.324083,2001,150.018780421,66.5510104305,0.608654733594,269.995699067
2024/09/30/21:04:45.423738,2001,150.018734733,65.9423652073,0.608654733594,269.995699067
2024/09/30/21:04:45.524452,2001,150.018689045,65.3337209112,0.608654733594,269.995699067
2024/09/30/21:04:45.622924,2001,150.018643356,64.7250775421,0.608654733594,269.995699067
2024/09/30/21:04:45.724714,2001,150.018597668,64.1164351,0.608654733594,269.995699067
2024/09/30/21:04:45.823322,2001,150.01855198,63.5077935848,0.608654733594,269.995699067
2024/09/30/21:04:45.923110,2001,150.018506293,62.8991529967,0.608654733594,269.995699067
2024/09/30/21:04:46.023199,2001,150.018460605,62.2905133356,0.608654733594,269.995699067
2024/09/30/21:04:46.124181,2001,150.018414917,61.6818746016,0.608654733594,269.995699067
2024/09/30/21:04:46.223726,2001,150.018369229,61.0732367945,0.608654733594,269.995699067
2024/09/30/21:04:46.323197,2001,150.018323542,60.4645999144,0.608654733594,269.995699067
2024/09/30/21:04:46.423217,2001,150.018277854,59.8559639613,0.608654733594,269.995699067
2024/09/30/21:04:46.524825,2001,150.018232167,59.2473289352,0.608654733594,269.995699067
2024/09/30/21:04:46.624158,2001,150.018186479,58.6386948361,0.608654733594,269.995699067
2024/09/30/21:04:46.722897,2001,150.018140792,58.030061664,0.608654733594,269.995699067
2024/09/30/21:04:46.824546,2001,150.018095105,57.4214294189,0.608654733594,269.995699067
2024/09/30/21:04:46.919526,2001,150.018049418,56.8127981007,0.608654733594,269.995699067
2024/09/30/21:04:47.023327,2001,150.018003731,56.2041677096,0.608654733594,269.995699067
2024/09/30/21:04:47.120546,2001,150.017958044,55.5955382454,0.608654733594,269.995699067
2024/09/30/21:04:47.224061,2001,150.017912357,54.9869097083,0.608654733594,269.995699067
2024/09/30/21:04:47.322708,2001,150.01786667,54.3782820981,0.608654733594,269.995699067
2024/09/30/21:04:47.424985,2001,150.017820983,53.7696554149,0.608654733594,269.995699067
2024/09/30/21:04:47.519300,2001,150.017775296,53.1610296587,0.608654733594,269.995699067
2024/09/30/21:04:47.623858,2001,150.017729609,52.5524048295,0.608654733594,269.995699067
2024/09/30/21:04:47.722298,2001,150.017683923,51.9437809272,0.608654733594,269.995699067
2024/09/30/21:04:47.823245,2001,150.017638236,51.3351579519,0.608654733594,269.995699067
2024/09/30/21:04:47.921639,2001,150.01759255,50.7265359036,0.608654733594,269.995699067
2024/09/30/21:04:48.023448,2001,150.017546863,50.1179147823,0.608654733594,269.995699067
2024/09/30/21:04:48.121780,2001,150.017501177,49.509294588,0.608654733594,269.995699067
2024/09/30/21:04:48.223935,2001,150.017455491,48.9006753206,0.608654733594,269.995699067
2024/09/30/21:04:48.321836,2001,150.017409805,48.2920569802,0.608654733594,269.995699067
2024/09/30/21:04:48.423066,2001,150.017364119,47.6834395667,0.608654733594,269.995699067
2024/09/30/21:04:48.521387,2001,150.017318432,47.0748230803,0.608654733594,269.995699067
2024/09/30/21:04:48.622903,2001,150.017272746,46.4662075208,0.608654733594,269.995699067
2024/09/30/21:04:48.720568,2001,150.017227061,45.8575928882,0.608654733594,269.995699067
2024/09/30/21:04:48.824071,2001,150.017181375,45.2489791827,0.608654733594,269.995699067
2024/09/30/21:04:48.920429,2001,150.017135689,44.6403664041,0.608654733594,269.995699067
2024/09/30/21:04:49.022957,2001,150.017090003,44.0317545524,0.608654733594,269.995699067
2024/09/30/21:04:49.120385,2001,150.017044318,43.4231436277,0.608654733594,269.995699067
2024/09/30/21:04:49.222004,2001,150.016998632,42.81453363,0.608654733594,269.995699067
2024/09/30/21:04:49.319356,2001,150.016952947,42.2059245593,0.608654733594,269.995699067
2024/09/30/21:04:49.421841,2001,150.016907261,41.5973164155,0.608654733594,269.995699067
2024/09/30/21:04:49.520262,2001,150.016861576,40.9887091987,0.608654733594,269.995699067
2024/09/30/21:04:49.623415,2001,150.016815891,40.3801029088,0.608654733594,269.995699067
2024/09/30/21:04:49.719704,2001,150.016770205,39.7714975459,0.608654733594,269.995699067
2024/09/30/21:04:49.822308,2001,150.01672452,39.1628931099,0.608654733594,269.995699067
2024/09/30/21:04:49.919108,2001,150.016678835,38.5542896009,0.608654733594,269.995699067
2024/09/30/21:04:50.023455,2001,150.01663315,37.9456870189,0.608654733594,269.995699067
2024/09/30/21:04:50.119482,2001,150.016587465,37.3370853638,0.608654733594,269.995699067
2024/09/30/21:04:50.219357,2001,150.015643651,36.7164439101,0.608516932342,269.995073563
2024/09/30/21:04:50.319052,2001,150.01559133,36.1079357234,0.608516932342,269.995073563
2024/09/30/21:04:50.421857,2001,150.015539009,35.4994284636,0.608516932342,269.995073563
2024/09/30/21:04:50.519112,2001,150.015486688,34.8909221305,0.608516932342,269.995073563
2024/09/30/21:04:50.621704,2001,150.015434368,34.2824167243,0.608516932342,269.995073563
2024/09/30/21:04:50.719606,2001,150.015382047,33.6739122448,0.608516932342,269.995073563
2024/09/30/21:04:50.823989,2001,150.015329726,33.0654086922,0.608516932342,269.995073563
2024/09/30/21:04:50.919162,2001,150.015277406,32.4569060663,0.608516932342,269.995073563
2024/09/30/21:04:51.024390,2001,150.015225085,31.8484043673,0.608516932342,269.995073563
2024/09/30/21:04:51.119375,2001,150.015172765,31.239903595,0.608516932342,269.995073563
2024/09/30/21:04:51.221715,2001,150.015120444,30.6314037496,0.608516932342,269.995073563
2024/09/30/21:04:51.319443,2001,150.015068124,30.0229048309,0.608516932342,269.995073563
2024/09/30/21:04:51.423825,2001,150.015015804,29.414406839,0.608516932342,269.995073563
2024/09/30/21:04:51.520481,2001,150.014963484,28.8059097739,0.608516932342,269.995073563
2024/09/30/21:04:51.622255,2001,150.014911164,28.1974136356,0.608516932342,269.995073563
2024/09/30/21:04:51.720233,2001,150.014858844,27.588918424,0.608516932342,269.995073563
2024/09/30/21:04:51.823802,2001,150.014806524,26.9804241393,0.608516932342,269.995073563
2024/09/30/21:04:51.919491,2001,150.014754204,26.3719307813,0.608516932342,269.995073563
2024/09/30/21:04:52.023889,2001,150.01460456,25.7564622314,0.609134152903,269.995018713
2024/09/30/21:04:52.119486,2001,150.014551602,25.1473357123,0.609134152903,269.995018713
2024/09/30/21:04:52.223311,2001,150.014498645,24.5382101209,0.609134152903,269.995018713
2024/09/30/21:04:52.319651,2001,150.014445688,23.9290854573,0.609134152903,269.995018713
2024/09/30/21:04:52.423472,2001,150.014392731,23.3199617214,0.609134152903,269.995018713
2024/09/30/21:04:52.519474,2001,150.014339774,22.7108389132,0.609134152903,269.995018713
2024/09/30/21:04:52.624276,2001,150.014286817,22.1017170328,0.609134152903,269.995018713
2024/09/30/21:04:52.719575,2001,150.01423386,21.4925960801,0.609134152903,269.995018713
2024/09/30/21:04:52.820948,2001,150.014180903,20.8834760552,0.609134152903,269.995018713
2024/09/30/21:04:52.921204,2001,150.014127946,20.274356958,0.609134152903,269.995018713
2024/09/30/21:04:53.023685,2001,150.01407499,19.6652387885,0.609134152903,269.995018713
2024/09/30/21:04:53.120352,2001,150.014022033,19.0561215468,0.609134152903,269.995018713
2024/09/30/21:04:53.223667,2001,150.013969077,18.4470052328,0.609134152903,269.995018713
2024/09/30/21:04:53.320910,2001,150.01391612,17.8378898465,0.609134152903,269.995018713
2024/09/30/21:04:53.424319,2001,150.013863164,17.228775388,0.609134152903,269.995018713
2024/09/30/21:04:53.522619,2001,150.013810208,16.6196618572,0.609134152903,269.995018713
2024/09/30/21:04:53.621844,2001,150.013757251,16.0105492541,0.609134152903,269.995018713
2024/09/30/21:04:53.722873,2001,150.013704295,15.4014375787,0.609134152903,269.995018713
2024/09/30/21:04:53.826171,2001,150.013651339,14.792326831,0.609134152903,269.995018713
2024/09/30/21:04:53.922262,2001,150.013598383,14.1832170111,0.609134152903,269.995018713
2024/09/30/21:04:54.024095,2001,150.013545428,13.5741081189,0.609134152903,269.995018713
2024/09/30/21:04:54.120326,2001,150.013492472,12.9650001544,0.609134152903,269.995018713
2024/09/30/21:04:54.223829,2001,150.013439516,12.3558931176,0.609134152903,269.995018713
2024/09/30/21:04:54.322317,2001,150.013386561,11.7467870085,0.609134152903,269.995018713
2024/09/30/21:04:54.424164,2001,150.013333605,11.1376818271,0.609134152903,269.995018713
2024/09/30/21:04:54.522262,2001,150.01328065,10.5285775735,0.609134152903,269.995018713
2024/09/30/21:04:54.626679,2001,150.013227694,9.91947424754,0.609134152903,269.995018713
2024/09/30/21:04:54.724085,2001,150.013174739,9.31037184931,0.609134152903,269.995018713
2024/09/30/21:04:54.826059,2001,150.013121784,8.70127037878,0.609134152903,269.995018713
2024/09/30/21:04:54.920943,2001,150.013068829,8.09216983595,0.609134152903,269.995018713
2024/09/30/21:04:55.023693,2001,150.013015874,7.48307022083,0.609134152903,269.995018713
2024/09/30/21:04:55.119520,2001,150.012962919,6.87397153342,0.609134152903,269.995018713
2024/09/30/21:04:55.225024,2001,150.012879108,6.2722087945,0.609112965433,269.995004775
2024/09/30/21:04:55.323591,2001,150.012826004,5.66310409848,0.609112965433,269.995004775
2024/09/30/21:04:55.423162,2001,150.012772901,5.05400033016,0.609112965433,269.995004775
2024/09/30/21:04:55.523973,2001,150.012719797,4.44489748956,0.609112965433,269.995004775
2024/09/30/21:04:55.623163,2001,150.012666694,3.83579557668,0.609112965433,269.995004775
2024/09/30/21:04:55.721938,2001,150.01261359,3.2266945915,0.609112965433,269.995004775
2024/09/30/21:04:55.823111,2001,150.012560487,2.61759453402,0.609112965433,269.995004775
2024/09/30/21:04:55.922104,2001,150.012507384,2.00849540426,0.609112965433,269.995004775
2024/09/30/21:04:56.023871,2001,150.012454281,1.39939720219,0.609112965433,269.995004775
2024/09/30/21:04:56.120424,2001,150.012401178,0.790299927833,0.609112965433,269.995004775
