time,.Pos_Err,.Cov_XX,.Cov_YY,.Cov_UU,.Cov_Heading
2024/09/30/21:04:31.020074,0.0194399460532,0.110587362597,1.29289382185,0.0758927959322,0.109943430925
2024/09/30/21:04:31.123426,0.0162810605943,0.120890852164,1.87842536583,0.0858927959322,0.119943430925
2024/09/30/21:04:31.220208,0.0396151155552,0.131276515968,2.62567079799,0.0958927959322,0.129943430925
2024/09/30/21:04:31.323048,0.0667989249577,0.141754129154,3.55462125364,0.105892795932,0.139943430925
2024/09/30/21:04:31.419808,0.0961357936638,0.152333466895,4.6852678677,0.115892795932,0.149943430925
2024/09/30/21:04:31.524087,0.127203821754,0.163024304392,6.03760177451,0.125892795932,0.159943430925
2024/09/30/21:04:31.618742,0.15973071016,0.173836416892,7.63161410757,0.135892795932,0.169943430925
2024/09/30/21:04:31.723464,0.19375753819,0.1847795797,9.48729599926,0.145892795932,0.179943430925
2024/09/30/21:04:31.819452,0.229479240895,0.195863568189,11.6246385804,0.155892795932,0.189943430925
2024/09/30/21:04:31.923665,0.267180842245,0.207098157822,14.06363298,0.165892795932,0.199943430925
2024/09/30/21:04:32.019715,0.307185392771,0.218493124167,16.8242703241,0.175892795932,0.209943430925
2024/09/30/21:04:32.118764,0.349693651365,0.230058242918,19.9265417358,0.185892795932,0.219943430925
2024/09/30/21:04:32.219532,0.394757748875,0.241803289913,23.3904383342,0.195892795932,0.229943430925
2024/09/30/21:04:32.325063,0.442411694702,0.253738041163,27.2359512334,0.205892795932,0.239943430925
2024/09/30/21:04:32.419465,0.492740411869,0.265872272868,31.4830715416,0.215892795932,0.249943430925
2024/09/30/21:04:32.523632,0.545872083721,0.278215761447,36.1517903599,0.225892795932,0.259943430925
2024/09/30/21:04:32.619590,0.601956319662,0.290778283563,41.2620987812,0.235892795932,0.269943430925
2024/09/30/21:04:32.722941,0.661130771187,0.30356961615,46.8339878886,0.245892795932,0.279943430925
2024/09/30/21:04:32.819992,0.723491384723,0.316599536436,52.8874487542,0.255892795932,0.289943430925
2024/09/30/21:04:32.923985,0.78910074212,0.329877821977,59.4424724371,0.265892795932,0.299943430925
2024/09/30/21:04:33.019631,0.858016435024,0.343414250678,66.5190499819,0.275892795932,0.309943430925
2024/09/30/21:04:33.121860,0.930305011898,0.357218600825,74.1371724167,0.285892795932,0.319943430925
2024/09/30/21:04:33.219757,1.00603943462,0.371300651109,82.3168307512,0.295892795932,0.329943430925
2024/09/30/21:04:33.323877,1.08529004396,0.385670180656,91.0780159745,0.305892795932,0.339943430925
2024/09/30/21:04:33.421237,1.16811499337,0.400336969047,100.440719053,0.315892795932,0.349943430925
2024/09/30/21:04:33.523516,1.25455742079,0.415310796349,110.424930928,0.325892795932,0.359943430925
2024/09/30/21:04:33.619417,1.34465066446,0.430601443136,121.050642513,0.335892795932,0.369943430925
2024/09/30/21:04:33.723771,1.43842431548,0.446218690513,132.337844693,0.345892795932,0.379943430925
2024/09/30/21:04:33.822281,1.53590616753,0.462172320133,144.306528318,0.355892795932,0.389943430925
2024/09/30/21:04:33.924073,1.63712077179,0.478472114224,156.976684206,0.365892795932,0.399943430925
2024/09/30/21:04:34.020884,1.74208682043,0.495127855599,170.368303136,0.375892795932,0.409943430925
2024/09/30/21:04:34.124792,1.85081554648,0.512149327682,184.501375845,0.385892795932,0.419943430925
2024/09/30/21:04:34.223320,1.9633114171,0.529546314512,199.395893029,0.395892795932,0.429943430925
2024/09/30/21:04:34.323823,2.07957396319,0.547328600764,215.071845338,0.405892795932,0.439943430925
2024/09/30/21:04:34.421530,2.19959898506,0.565505971758,231.549223374,0.415892795932,0.449943430925
2024/09/30/21:04:34.521785,2.32337870891,0.584088213466,248.848017686,0.425892795932,0.459943430925
2024/09/30/21:04:34.621581,2.4509013337,0.603085112521,266.98821877,0.435892795932,0.469943430925
2024/09/30/21:04:34.723001,2.58215064608,0.622506456223,285.989817066,0.445892795932,0.479943430925
2024/09/30/21:04:34.820508,2.7171061824,0.642362032539,305.872802955,0.455892795932,0.489943430925
2024/09/30/21:04:34.925060,2.85574381677,0.662661630109,326.657166755,0.465892795932,0.499943430925
2024/09/30/21:04:35.020584,2.99803632323,0.683415038244,348.362898719,0.475892795932,0.509943430925
2024/09/30/21:04:35.123618,0.0364236514222,0.09381130482,0.109888888276,0.0192054327372,0.0932591383113
2024/09/30/21:04:35.219353,0.0390090742143,0.103863149436,0.13958886091,0.0292054327372,0.103259138311
2024/09/30/21:04:35.323307,0.0442350661956,0.113932244409,0.217699174884,0.0392054327372,0.113259138311
2024/09/30/21:04:35.419166,0.0535230566491,0.124020508562,0.36421961359,0.0492054327372,0.123259138311
2024/09/30/21:04:35.522827,0.0674443958012,0.134129860716,0.599149960419,0.0592054327372,0.133259138311
2024/09/30/21:04:35.620905,0.0859015724853,0.144262219681,0.942489998762,0.0692054327372,0.143259138311
2024/09/30/21:04:35.722755,0.108581425159,0.154419504263,1.414239512,0.0792054327372,0.153259138311
2024/09/30/21:04:35.821757,0.135189201987,0.164603633262,2.03439828352,0.0892054327372,0.163259138311
2024/09/30/21:04:35.922982,0.165498395375,0.174816525469,2.82296609669,0.0992054327372,0.173259138311
2024/09/30/21:04:36.019605,0.199340329872,0.185060099674,3.79994273484,0.109205432737,0.183259138311
2024/09/30/21:04:36.120638,0.23658592689,0.195336274657,4.98532798129,0.119205432737,0.193259138311
2024/09/30/21:04:36.223766,0.277131698563,0.205646969197,6.39912161933,0.129205432737,0.203259138311
2024/09/30/21:04:36.323061,0.320890546391,0.215994102068,8.06132343216,0.139205432737,0.213259138311
2024/09/30/21:04:36.421927,0.367785981609,0.226379592042,9.99193320292,0.149205432737,0.223259138311
2024/09/30/21:04:36.522978,0.417748531515,0.236805357887,12.2109507146,0.159205432737,0.233259138311
2024/09/30/21:04:36.622033,0.470713503271,0.247273318371,14.7383757502,0.169205432737,0.243259138311
2024/09/30/21:04:36.722122,0.526619583566,0.257785392264,17.5942080923,0.179205432737,0.253259138311
2024/09/30/21:04:36.823821,0.585407947189,0.268343498334,20.7984475235,0.189205432737,0.263259138311
2024/09/30/21:04:36.924505,0.646557048818,0.278949555357,24.371093826,0.199205432737,0.273259138311
2024/09/30/21:04:37.021280,0.709604019569,0.289605482108,28.3321467816,0.209205432737,0.283259138311
2024/09/30/21:04:37.124698,0.774137768071,0.300313197374,32.7016061718,0.219205432737,0.293259138311
2024/09/30/21:04:37.222035,0.839792737322,0.311074619947,37.4994717777,0.229205432737,0.303259138311
2024/09/30/21:04:37.321630,0.906677916979,0.321891668631,42.7457433794,0.239205432737,0.313259138311
2024/09/30/21:04:37.419014,0.974891675772,0.332766262241,48.4604207569,0.249205432737,0.323259138311
2024/09/30/21:04:37.524493,1.04452215359,0.343700319612,54.6635036889,0.259205432737,0.333259138311
2024/09/30/21:04:37.622903,1.1156477438,0.354695759591,61.3749919534,0.269205432737,0.343259138311
2024/09/30/21:04:37.723877,1.1878995163,0.36575450105,68.6148853272,0.279205432737,0.353259138311
2024/09/30/21:04:37.821691,1.26094997864,0.376878462882,76.4031835859,0.289205432737,0.363259138311
2024/09/30/21:04:37.922422,1.33450786556,0.388069564009,84.7598865038,0.299205432737,0.373259138311
2024/09/30/21:04:38.023668,1.40831359215,0.399329723381,93.7049938532,0.309205432737,0.383259138311
2024/09/30/21:04:38.122446,1.48255265305,0.410660859982,103.258505405,0.319205432737,0.393259138311
2024/09/30/21:04:38.223046,1.55739368832,0.422064892833,113.440420928,0.329205432737,0.403259138311
2024/09/30/21:04:38.324120,1.63298947207,0.433543740995,124.270740187,0.339205432737,0.413259138311
2024/09/30/21:04:38.421688,1.70947787823,0.445099323574,135.769462948,0.349205432737,0.423259138311
2024/09/30/21:04:38.523253,1.78655652209,0.456733559726,147.956588971,0.359205432737,0.433259138311
2024/09/30/21:04:38.621779,1.8639567038,0.468448368656,160.852118012,0.369205432737,0.443259138311
2024/09/30/21:04:38.719628,1.94143910889,0.480245669628,174.476049827,0.379205432737,0.453259138311
2024/09/30/21:04:38.824146,2.01879007472,0.49212738197,188.848384166,0.389205432737,0.463259138311
2024/09/30/21:04:38.923579,2.09622815715,0.50409542507,203.989120774,0.399205432737,0.473259138311
2024/09/30/21:04:39.022853,2.17395246618,0.516151718392,219.918259392,0.409205432737,0.483259138311
2024/09/30/21:04:39.122012,2.25214385559,0.528298181473,236.655799758,0.419205432737,0.493259138311
2024/09/30/21:04:39.223234,2.33096606656,0.54053673393,254.2217416,0.429205432737,0.503259138311
2024/09/30/21:04:39.324351,2.410145673,0.552869295466,272.636084644,0.439205432737,0.513259138311
2024/09/30/21:04:39.420081,2.48943953355,0.565297785875,291.918828608,0.449205432737,0.523259138311
2024/09/30/21:04:39.523809,2.56863090392,0.577824125046,312.089973202,0.459205432737,0.533259138311
2024/09/30/21:04:39.620497,2.64752606561,0.590450232968,333.169518131,0.469205432737,0.543259138311
2024/09/30/21:04:39.725124,2.72635793775,0.603178029738,355.177463088,0.479205432737,0.553259138311
2024/09/30/21:04:39.824653,2.80533887626,0.616009435564,378.13380776,0.489205432737,0.563259138311
2024/09/30/21:04:39.923841,2.8846619453,0.628946370771,402.058551824,0.499205432737,0.573259138311
2024/09/30/21:04:40.024419,2.96450213507,0.641990755807,426.971694946,0.509205432737,0.583259138311
2024/09/30/21:04:40.123274,0.012979303384,0.09578603243,0.109914276675,0.0192534325376,0.0946004253605
2024/09/30/21:04:40.222468,0.0132202813644,0.105866811244,0.139603149173,0.0292534325376,0.104600425361
2024/09/30/21:04:40.325594,0.00622982473626,0.0614154800421,0.0695662120486,0.0168294558944,0.0610902360875
2024/09/30/21:04:40.423687,0.00384706701129,0.0480522860676,0.0540219525376,0.0159015307048,0.0479140580772
2024/09/30/21:04:40.520424,0.00260895079181,0.0424611254752,0.048604654966,0.0157561359268,0.0423883302555
2024/09/30/21:04:40.622863,0.00266335673366,0.0524780414102,0.084060243209,0.0257561359268,0.0523883302555
2024/09/30/21:04:40.725306,0.00272301068243,0.0625056336529,0.16102810333,0.0357561359268,0.0623883302555
2024/09/30/21:04:40.825507,0.00291198789868,0.0725461551178,0.299508235334,0.0457561359268,0.0723883302555
2024/09/30/21:04:40.920884,0.00335948048135,0.0826018587099,0.519500639226,0.0557561359268,0.0823883302555
2024/09/30/21:04:41.024841,0.00396443103975,0.0926749973251,0.84100531501,0.0657561359268,0.0923883302555
2024/09/30/21:04:41.123982,0.00450134172166,0.10276782385,1.28402226269,0.0757561359268,0.102388330255
2024/09/30/21:04:41.223194,0.00475851872618,0.112882591163,1.86855148228,0.0857561359268,0.112388330255
2024/09/30/21:04:41.324343,0.0048955217509,0.123021552132,2.61459297377,0.0957561359268,0.122388330255
2024/09/30/21:04:41.424141,0.00508304904743,0.133186959617,3.54214673718,0.105756135927,0.132388330256
2024/09/30/21:04:41.524445,0.00548601243364,0.143381066467,4.6712127725,0.115756135927,0.142388330256
2024/09/30/21:04:41.623060,0.00627745134253,0.153606125523,6.02179107975,0.125756135927,0.152388330256
2024/09/30/21:04:41.724725,0.00726912265596,0.163864389618,7.61388165892,0.135756135927,0.162388330256
2024/09/30/21:04:41.821870,0.00825906426357,0.174158111572,9.46748451002,0.145756135927,0.172388330256
2024/09/30/21:04:41.923278,0.00904983331963,0.1844895442,11.6025996331,0.155756135927,0.182388330256
2024/09/30/21:04:42.023174,0.00946204379525,0.194860940305,14.039227028,0.165756135927,0.192388330256
2024/09/30/21:04:42.124614,0.00971678825977,0.205274552682,16.797366695,0.175756135927,0.202388330256
2024/09/30/21:04:42.224390,0.0100206401774,0.215732634116,19.8970186338,0.185756135927,0.212388330256
2024/09/30/21:04:42.323766,0.0105635597244,0.226237437382,23.3581828447,0.195756135927,0.222388330256
2024/09/30/21:04:42.423390,0.0115223391886,0.236791215248,27.2008593275,0.205756135927,0.232388330256
2024/09/30/21:04:42.524982,0.0126640358636,0.247396220469,31.4450480822,0.215756135927,0.242388330256
2024/09/30/21:04:42.624044,0.0137746283516,0.258054705793,36.1107491089,0.225756135927,0.252388330256
2024/09/30/21:04:42.722762,0.0146585710225,0.268768923959,41.2179624076,0.235756135927,0.262388330256
2024/09/30/21:04:42.822228,0.0151395263929,0.279541127695,46.7866879783,0.245756135927,0.272388330256
2024/09/30/21:04:42.923462,0.0154515472023,0.290373569719,52.8369258209,0.255756135927,0.282388330256
2024/09/30/21:04:43.023360,0.0158095642698,0.301268502741,59.3886759355,0.265756135927,0.292388330255
2024/09/30/21:04:43.121816,0.0164097067932,0.312228179462,66.4619383221,0.275756135927,0.302388330256
2024/09/30/21:04:43.223085,0.017431347347,0.32325485257,74.0767129807,0.285756135927,0.312388330256
2024/09/30/21:04:43.321706,0.0186319760537,0.334350774746,82.2529999113,0.295756135927,0.322388330256
2024/09/30/21:04:43.422844,0.0197935530277,0.345518198661,91.0107991139,0.305756135927,0.332388330256
2024/09/30/21:04:43.523125,0.0207197283904,0.356759376975,100.370110588,0.315756135927,0.342388330256
2024/09/30/21:04:43.619977,0.021234157352,0.368076562339,110.350934335,0.325756135927,0.352388330256
2024/09/30/21:04:43.725032,0.0215751192207,0.379472007394,120.973270354,0.335756135927,0.362388330256
2024/09/30/21:04:43.823020,0.0219605447364,0.390947964772,132.257118644,0.345756135927,0.372388330256
2024/09/30/21:04:43.923858,0.0225889183856,0.402506687093,144.222479207,0.355756135927,0.382388330256
2024/09/30/21:04:44.025104,0.0236409337504,0.414150426968,156.889352041,0.365756135927,0.392388330256
2024/09/30/21:04:44.126256,0.024870731502,0.425881436998,170.277737148,0.375756135927,0.402388330256
2024/09/30/21:04:44.223255,0.0260585193075,0.437701969773,184.407634527,0.385756135927,0.412388330256
2024/09/30/21:04:44.323774,0.0270072896511,0.449614277875,199.299044177,0.395756135927,0.422388330256
2024/09/30/21:04:44.422949,0.027540415702,0.461620613873,214.9719661,0.405756135927,0.432388330256
2024/09/30/21:04:44.523727,0.0278980275514,0.473723230327,231.446400295,0.415756135927,0.442388330256
2024/09/30/21:04:44.624030,0.0282994507354,0.485924379787,248.742346761,0.425756135927,0.452388330256
2024/09/30/21:04:44.724823,0.0289443096664,0.498226314791,266.8798055,0.435756135927,0.462388330256
2024/09/30/21:04:44.823695,0.0300140275496,0.510631287869,285.878776511,0.445756135927,0.472388330256
2024/09/30/21:04:44.923550,0.0312611792054,0.523141551537,305.759259794,0.455756135927,0.482388330256
2024/09/30/21:04:45.022892,0.032465040755,0.535759358302,326.541255349,0.465756135927,0.492388330256
2024/09/30/21:04:45.123432,0.0334281532153,0.548486960663,348.244763175,0.475756135927,0.502388330256
2024/09/30/21:04:45.224174,0.000644049538273,0.0938819552684,0.109895936258,0.0192052484506,0.0925725185655
2024/09/30/21:04:45.324102,0.000678731287415,0.103969965556,0.13959628795,0.0292052484506,0.102572518565
2024/09/30/21:04:45.423477,0.000751574972784,0.114079997507,0.21770713632,0.0392052484506,0.112572518565
2024/09/30/21:04:45.524581,0.000724768439089,0.124214308111,0.364228481261,0.0492052484506,0.122572518565
2024/09/30/21:04:45.622948,0.000708332884023,0.134375154347,0.599160322665,0.0592052484506,0.132572518565
2024/09/30/21:04:45.724747,0.0011328568604,0.144564793186,0.942502660423,0.0692052484506,0.142572518565
2024/09/30/21:04:45.823364,0.00169238673039,0.154785481588,1.41425549443,0.0792052484506,0.152572518565
2024/09/30/21:04:45.923158,0.00206321455622,0.165039476507,2.03441882457,0.0892052484506,0.162572518565
2024/09/30/21:04:46.023263,0.00204068721256,0.175329034885,2.82299265075,0.0992052484506,0.172572518565
2024/09/30/21:04:46.124247,0.00185200647097,0.185656413656,3.79997697285,0.109205248451,0.182572518565
2024/09/30/21:04:46.223816,0.00170704633462,0.196023869742,4.98537179076,0.119205248451,0.192572518565
2024/09/30/21:04:46.323644,0.0017874535948,0.206433660061,6.39917710438,0.129205248451,0.202572518565
2024/09/30/21:04:46.423061,0.00227033149547,0.216888041516,8.0613929136,0.139205248451,0.212572518565
2024/09/30/21:04:46.525178,0.00293757700287,0.227389271004,9.99201921831,0.149205248451,0.222572518565
2024/09/30/21:04:46.624344,0.00357099995511,0.237939605412,12.2110560184,0.159205248451,0.232572518565
2024/09/30/21:04:46.722964,0.0039689476413,0.248541301618,14.7385033138,0.169205248451,0.242572518566
2024/09/30/21:04:46.824600,0.00395230940907,0.259196616488,17.5943611043,0.179205248451,0.252572518566
2024/09/30/21:04:46.919580,0.00376044831483,0.269907806881,20.7986293899,0.189205248451,0.262572518566
2024/09/30/21:04:47.023403,0.0036119730696,0.280677129646,24.3713081704,0.199205248451,0.272572518566
2024/09/30/21:04:47.120595,0.0037043662731,0.291506841622,28.3323974457,0.209205248451,0.282572518566
2024/09/30/21:04:47.223967,0.00421844429409,0.302399199639,32.7018972158,0.219205248451,0.292572518566
2024/09/30/21:04:47.322777,0.00491079385477,0.313356460517,37.4998074805,0.229205248451,0.302572518566
2024/09/30/21:04:47.425019,0.0055610527239,0.324380881065,42.7461282397,0.239205248451,0.312572518565
2024/09/30/21:04:47.519454,0.00597041324402,0.335474718085,48.4608594933,0.249205248451,0.322572518565
2024/09/30/21:04:47.623892,0.00596090866905,0.346640228367,54.6640012411,0.259205248451,0.332572518565
2024/09/30/21:04:47.722237,0.00577431160374,0.357879668693,61.3755534831,0.269205248451,0.342572518565
2024/09/30/21:04:47.823283,0.00563121941761,0.369195295833,68.6155162192,0.279205248451,0.352572518565
2024/09/30/21:04:47.921703,0.00573184246915,0.380589366548,76.4038894492,0.289205248451,0.362572518565
2024/09/30/21:04:48.023510,0.00625830467874,0.39206413759,84.760673173,0.299205248451,0.372572518565
2024/09/30/21:04:48.121833,0.00696277567796,0.403621865701,93.7058673906,0.309205248451,0.382572518565
2024/09/30/21:04:48.223952,0.00762350997039,0.41526480761,103.259472102,0.319205248451,0.392572518565
2024/09/30/21:04:48.321915,0.00804174017326,0.426995220041,113.441487306,0.329205248451,0.402572518565
2024/09/30/21:04:48.423118,0.00803951865149,0.438815359702,124.271913004,0.339205248451,0.412572518565
2024/09/30/21:04:48.521320,0.00785950725424,0.450727483296,135.770749195,0.349205248451,0.422572518565
2024/09/30/21:04:48.622927,0.00772307160509,0.462733847513,147.95799588,0.359205248451,0.432572518565
2024/09/30/21:04:48.720610,0.00783136675798,0.474836709032,160.853653057,0.369205248451,0.442572518565
2024/09/30/21:04:48.824123,0.00836708014853,0.487038324524,174.477720727,0.379205248451,0.452572518565
2024/09/30/21:04:48.920522,0.0090808961457,0.499340950648,188.850198889,0.389205248451,0.462572518565
2024/09/30/21:04:49.023275,0.00975041711799,0.511746844053,203.991087545,0.399205248451,0.472572518565
2024/09/30/21:04:49.120423,0.010176741753,0.524258261377,219.920386692,0.409205248451,0.482572518565
2024/09/30/21:04:49.222044,0.010181840412,0.536877459248,236.658096332,0.419205248451,0.492572518565
2024/09/30/21:04:49.319418,0.0100088088557,0.549606694282,254.224216465,0.429205248451,0.502572518565
2024/09/30/21:04:49.421853,0.00987939593072,0.562448223087,272.638747089,0.439205248451,0.512572518566
2024/09/30/21:04:49.520305,0.00999520084406,0.575404302256,291.921688205,0.449205248451,0.522572518566
2024/09/30/21:04:49.623474,0.0105392062704,0.588477188376,312.093039812,0.459205248451,0.532572518566
2024/09/30/21:04:49.719727,0.0112614183663,0.601669138018,333.172801911,0.469205248451,0.542572518566
2024/09/30/21:04:49.822464,0.0119390870884,0.614982407746,355.180974502,0.479205248451,0.552572518566
2024/09/30/21:04:49.919136,0.0123731941738,0.628419254111,378.137557583,0.489205248451,0.562572518566
2024/09/30/21:04:50.023513,0.0123856327821,0.641981933654,402.062551156,0.499205248451,0.572572518566
2024/09/30/21:04:50.119513,0.0122197470984,0.655672702902,426.975955219,0.509205248451,0.582572518566
2024/09/30/21:04:50.219382,0.000117263973916,0.0959246254036,0.10991442988,0.0192534323936,0.094338478471
2024/09/30/21:04:50.319000,0.000257102357625,0.106015397054,0.139603306289,0.0292534323936,0.104338478471
2024/09/30/21:04:50.421888,0.000881556742895,0.11612857886,0.217799047176,0.0392534323936,0.114338478471
2024/09/30/21:04:50.519114,0.00170127123121,0.12626642682,0.3645016524,0.0492534323936,0.124338478471
2024/09/30/21:04:50.621747,0.00247852644411,0.136431196928,0.599711121818,0.0592534323936,0.134338478471
2024/09/30/21:04:50.719639,0.00301203347146,0.146625145164,0.943427455286,0.0692534323936,0.144338478471
2024/09/30/21:04:50.823884,0.00312290147779,0.156850527502,1.41565065266,0.0792534323936,0.154338478471
2024/09/30/21:04:50.919182,0.00305497987052,0.167109599906,2.0363807138,0.0892534323936,0.164338478471
2024/09/30/21:04:51.024439,0.0030307892685,0.17740461833,2.82561763856,0.0992534323936,0.174338478471
2024/09/30/21:04:51.119325,0.00325275406043,0.18773783872,3.8033614268,0.109253432394,0.184338478471
2024/09/30/21:04:51.221735,0.00390458877718,0.198111517012,4.98961207837,0.119253432394,0.194338478471
2024/09/30/21:04:51.319394,0.00473517723805,0.208527909131,6.40436959314,0.129253432394,0.204338478471
2024/09/30/21:04:51.423712,0.00552090190155,0.218989270996,8.06763397095,0.139253432394,0.214338478471
2024/09/30/21:04:51.520505,0.0060621980643,0.229497858514,9.99940521167,0.149253432394,0.224338478471
2024/09/30/21:04:51.622183,0.00618053233091,0.240055927583,12.2196833151,0.159253432394,0.234338478471
2024/09/30/21:04:51.720297,0.00611997659304,0.250665734093,14.7484682812,0.169253432394,0.244338478471
2024/09/30/21:04:51.823816,0.00610317457283,0.261329533923,17.6057601098,0.179253432394,0.254338478471
2024/09/30/21:04:51.919591,0.00633266450791,0.272049582944,20.8115588007,0.189253432394,0.264338478471
2024/09/30/21:04:52.023907,3.63881986553e-05,0.082888931554,0.108529059146,0.0181931280177,0.0822572141596
2024/09/30/21:04:52.119520,0.000220695901487,0.0929584400543,0.139493162073,0.0281931280177,0.0922572141596
2024/09/30/21:04:52.223447,0.000377992549029,0.103047673286,0.216843520729,0.0381931280177,0.10225721416
2024/09/30/21:04:52.319603,0.000292264689573,0.113158891842,0.360580134968,0.0481931280177,0.11225721416
2024/09/30/21:04:52.423523,0.000221549607742,0.123294356307,0.590703004645,0.0581931280177,0.12225721416
2024/09/30/21:04:52.519500,0.000907758506291,0.133456327257,0.927212129613,0.0681931280177,0.13225721416
2024/09/30/21:04:52.624311,0.00155191184732,0.143647065257,1.39010750972,0.0781931280177,0.14225721416
2024/09/30/21:04:52.719611,0.0019499070682,0.153868830864,1.99938914484,0.0881931280177,0.15225721416
2024/09/30/21:04:52.820886,0.00191788891007,0.164123884627,2.7750570348,0.0981931280177,0.16225721416
2024/09/30/21:04:52.921140,0.00170719084598,0.174414487082,3.73711117947,0.108193128018,0.17225721416
2024/09/30/21:04:53.023755,0.00154146480005,0.184742898759,4.90555157869,0.118193128018,0.18225721416
2024/09/30/21:04:53.120292,0.00162021428224,0.195111380177,6.30037823233,0.128193128018,0.19225721416
2024/09/30/21:04:53.223691,0.00212195548749,0.205522191848,7.94159114023,0.138193128018,0.20225721416
2024/09/30/21:04:53.321044,0.00280264242795,0.215977594271,9.84919030225,0.148193128018,0.21225721416
2024/09/30/21:04:53.424372,0.00343959521956,0.226479847938,12.0431757182,0.158193128018,0.22225721416
2024/09/30/21:04:53.522641,0.00383022476623,0.237031213331,14.5435473881,0.168193128018,0.23225721416
2024/09/30/21:04:53.621967,0.00379077930611,0.247633950923,17.3703053116,0.178193128018,0.24225721416
2024/09/30/21:04:53.722914,0.00357262897861,0.258290321177,20.5434494886,0.188193128018,0.25225721416
2024/09/30/21:04:53.826236,0.00339944979188,0.269002584547,24.082979919,0.198193128018,0.26225721416
2024/09/30/21:04:53.922318,0.00347079034181,0.279773001476,28.0088966026,0.208193128018,0.27225721416
2024/09/30/21:04:54.024157,0.00396517408065,0.2906038324,32.3411995393,0.218193128018,0.28225721416
2024/09/30/21:04:54.120413,0.00463848466773,0.301497337742,37.099888729,0.228193128018,0.29225721416
2024/09/30/21:04:54.223858,0.0052680388117,0.312455777919,42.3049641714,0.238193128018,0.30225721416
2024/09/30/21:04:54.322266,0.00565125581192,0.323481413335,47.9764258665,0.248193128018,0.31225721416
2024/09/30/21:04:54.424213,0.00560438712274,0.334576504387,54.134273814,0.258193128018,0.32225721416
2024/09/30/21:04:54.522288,0.00537880907323,0.345743311461,60.7985080139,0.268193128018,0.33225721416
2024/09/30/21:04:54.626788,0.00519820258901,0.356984094933,67.9891284659,0.278193128018,0.34225721416
2024/09/30/21:04:54.724037,0.0052621229837,0.368301115169,75.72613517,0.288193128018,0.35225721416
2024/09/30/21:04:54.826113,0.00574909675205,0.379696632525,84.0295281259,0.298193128018,0.36225721416
2024/09/30/21:04:54.920969,0.00641499667354,0.391172907349,92.9193073335,0.308193128018,0.37225721416
2024/09/30/21:04:55.023719,0.00703713613209,0.402732199976,102.415472793,0.318193128018,0.38225721416
2024/09/30/21:04:55.119556,0.00741293460097,0.414376770734,112.538024503,0.328193128018,0.39225721416
2024/09/30/21:04:55.225053,2.45899372297e-05,0.0900768774164,0.109692576305,0.0188782997363,0.0891115665593
2024/09/30/21:04:55.323617,0.000201746085853,0.10015884093,0.139578715965,0.0288782997363,0.0991115665593
2024/09/30/21:04:55.423301,0.000381856111697,0.110262077095,0.217221454783,0.0388782997363,0.109111566559
2024/09/30/21:04:55.524023,0.000317507265605,0.120388846343,0.362620792612,0.0488782997363,0.119111566559
2024/09/30/21:04:55.623308,0.000170155844365,0.130541409094,0.595776729305,0.0588782997363,0.129111566559
2024/09/30/21:04:55.721848,0.000836387235161,0.140722025763,0.936689264714,0.0688782997363,0.139111566559
2024/09/30/21:04:55.823146,0.00145896472252,0.150932956751,1.40535839869,0.0788782997363,0.149111566559
2024/09/30/21:04:55.922122,0.00183520625193,0.161176462454,2.02178413109,0.0888782997363,0.159111566559
2024/09/30/21:04:56.023913,0.00178135647223,0.171454803255,2.80596646177,0.0988782997363,0.169111566559
2024/09/30/21:04:56.120465,0.00154879496124,0.181770239531,3.77790539057,0.108878299736,0.179111566559
